Year,Month,Region,Model,Units_Sold,Avg_Price_EUR,Revenue_EUR,BEV_Share,Premium_Share,GDP_Growth,Fuel_Price_Index
2024,3,China,3 Series,5203.0,48162,250586886,0.189,15.87,5.82,1.23
2024,3,China,5 Series,13257.0,60643,803944251,0.167,15.87,5.82,1.23
2024,3,China,X3,5008.0,59811,299533488,0.157,15.87,5.82,1.23
2024,3,China,X5,8751.0,67121,587375871,0.172,15.87,5.82,1.23
2024,3,China,X7,3348.0,92496,309676608,0.174,15.87,5.82,1.23
2024,3,China,i4,7786.0,65915,513214190,0.177,15.87,5.82,1.23
2024,3,China,iX,13732.0,74672,1025395904,0.163,15.87,5.82,1.23
2024,3,China,MINI,11816.0,40458,478051728,0.175,15.87,5.82,1.23
2024,3,USA,3 Series,15426.0,49543,764250318,0.16,14.7,4.1,1.34
2024,3,USA,5 Series,11471.0,63741,731173011,0.161,14.7,4.1,1.34
2024,3,USA,X3,4929.0,58613,288903477,0.181,14.7,4.1,1.34
2024,3,USA,X5,9359.0,70925,663787075,0.181,14.7,4.1,1.34
2024,3,USA,X7,10992.0,92289,1014440688,0.173,14.7,4.1,1.34
2024,3,USA,i4,12811.0,64566,827155026,0.182,14.7,4.1,1.34
2024,3,USA,iX,8270.0,76870,635714900,0.183,14.7,4.1,1.34
2024,3,USA,MINI,8556.0,40687,348117972,0.161,14.7,4.1,1.34
2024,3,RestOfWorld,3 Series,6705.0,49545,332199225,0.167,5.56,3.16,1.34
2024,3,RestOfWorld,5 Series,6075.0,61642,374475150,0.172,5.56,3.16,1.34
2024,3,RestOfWorld,X3,8291.0,57803,479244673,0.179,5.56,3.16,1.34
2024,3,RestOfWorld,X5,8590.0,67565,580383350,0.155,5.56,3.16,1.34
2024,3,RestOfWorld,X7,11039.0,93130,1028062070,0.197,5.56,3.16,1.34
2024,3,RestOfWorld,i4,15418.0,64794,998993892,0.171,5.56,3.16,1.34
2024,3,RestOfWorld,iX,8840.0,74113,655158920,0.174,5.56,3.16,1.34
2024,3,RestOfWorld,MINI,11140.0,40310,449053400,0.158,5.56,3.16,1.34
2024,4,Europe,3 Series,12042.0,47648,573777216,0.151,16.13,3.25,1.23
2024,4,Europe,5 Series,3554.0,60777,216001458,0.174,16.13,3.25,1.23
2024,4,Europe,X3,8325.0,57529,478928925,0.176,16.13,3.25,1.23
2024,4,Europe,X5,4006.0,68716,275276296,0.16,16.13,3.25,1.23
2024,4,Europe,X7,13423.0,92633,1243412759,0.187,16.13,3.25,1.23
2024,4,Europe,i4,13107.0,65231,854982717,0.172,16.13,3.25,1.23
2024,4,Europe,iX,3975.0,73500,292162500,0.167,16.13,3.25,1.23
2024,4,Europe,MINI,5305.0,40478,214735790,0.152,16.13,3.25,1.23
2024,4,China,3 Series,10212.0,46188,471671856,0.163,17.64,3.38,1.31
2024,4,China,5 Series,13093.0,62937,824034141,0.161,17.64,3.38,1.31
2024,4,China,X3,7827.0,58464,457597728,0.186,17.64,3.38,1.31
2024,4,China,X5,7826.0,68494,536034044,0.167,17.64,3.38,1.31
2024,4,China,X7,12940.0,93300,1207302000,0.164,17.64,3.38,1.31
2024,4,China,i4,11028.0,64758,714151224,0.175,17.64,3.38,1.31
2024,4,China,iX,8677.0,75024,650983248,0.177,17.64,3.38,1.31
2024,4,China,MINI,5703.0,42030,239697090,0.155,17.64,3.38,1.31
2024,4,USA,3 Series,5982.0,49213,294392166,0.177,20.97,2.92,1.31
2024,4,USA,5 Series,7554.0,63936,482972544,0.168,20.97,2.92,1.31
2024,4,USA,X3,7766.0,57330,445224780,0.171,20.97,2.92,1.31
2024,4,USA,X5,4423.0,68440,302710120,0.171,20.97,2.92,1.31
2024,4,USA,X7,10053.0,92764,932556492,0.145,20.97,2.92,1.31
2024,4,USA,i4,12513.0,65121,814859073,0.173,20.97,2.92,1.31
2024,4,USA,iX,9160.0,74905,686129800,0.168,20.97,2.92,1.31
2024,4,USA,MINI,,43504,349119600,0.181,20.97,2.92,1.31
2024,4,RestOfWorld,3 Series,6211.0,46066,286115926,0.175,5.81,2.82,1.21
2024,4,RestOfWorld,5 Series,11908.0,63398,754943384,0.169,5.81,2.82,1.21
2024,4,RestOfWorld,X3,5885.0,58333,343289705,0.153,5.81,2.82,1.21
2024,4,RestOfWorld,X5,11908.0,70985,845289380,0.16,5.81,2.82,1.21
2024,4,RestOfWorld,X7,4630.0,92503,428288890,0.166,5.81,2.82,1.21
2024,4,RestOfWorld,i4,7307.0,63131,461298217,0.175,5.81,2.82,1.21
2024,4,RestOfWorld,iX,3843.0,75944,291852792,0.164,5.81,2.82,1.21
2024,4,RestOfWorld,MINI,5962.0,41062,244811644,0.177,5.81,2.82,1.21
2024,5,Europe,3 Series,3393.0,49133,166708269,0.173,20.51,4.0,1.25
2024,5,Europe,5 Series,3697.0,61523,227450531,0.161,20.51,4.0,1.25
2024,5,Europe,X3,10883.0,58690,638723270,0.177,20.51,4.0,1.25
2024,5,Europe,X5,7388.0,70186,518534168,0.163,20.51,4.0,1.25
2024,5,Europe,X7,13376.0,91495,1223837120,0.199,20.51,4.0,1.25
2024,5,Europe,i4,3802.0,63386,240993572,0.173,20.51,4.0,1.25
2024,5,Europe,iX,13385.0,74676,999538260,0.182,20.51,4.0,1.25
2024,5,Europe,MINI,3808.0,40710,155023680,0.192,20.51,4.0,1.25
2024,5,China,3 Series,8422.0,47535,400339770,0.182,19.85,2.26,1.26
2024,5,China,5 Series,7488.0,60166,450523008,0.17,19.85,2.26,1.26
2024,5,China,X3,5621.0,57816,324983736,0.174,19.85,2.26,1.26
2024,5,China,X5,10219.0,67992,694810248,0.174,19.85,2.26,1.26
2024,5,China,X7,13421.0,93816,1259104536,0.166,19.85,2.26,1.26
2024,5,China,i4,10238.0,64756,662971928,0.184,19.85,2.26,1.26
2024,5,China,iX,5462.0,73707,402587634,0.154,19.85,2.26,1.26
2024,5,China,MINI,5489.0,43155,236877795,0.168,19.85,2.26,1.26
2024,5,USA,3 Series,10518.0,48468,509786424,0.171,16.86,3.26,1.3
2024,5,USA,5 Series,3510.0,60992,214081920,0.182,16.86,3.26,1.3
2024,5,USA,X3,7586.0,58015,440101790,0.174,16.86,3.26,1.3
2024,5,USA,X5,9070.0,70181,636541670,0.155,16.86,3.26,1.3
2024,5,USA,X7,7143.0,93082,664884726,0.162,16.86,3.26,1.3
2024,5,USA,i4,11778.0,66615,784591470,0.155,16.86,3.26,1.3
2024,5,USA,iX,7579.0,74651,565779929,0.166,16.86,3.26,1.3
2024,5,USA,MINI,13338.0,43853,584911314,0.173,16.86,3.26,1.3
2024,5,RestOfWorld,3 Series,5747.0,49919,286884493,0.187,5.82,1.97,1.33
2024,5,RestOfWorld,5 Series,6311.0,63507,400792677,0.176,5.82,1.97,1.33
2024,5,RestOfWorld,X3,2910.0,59336,172667760,0.16,5.82,1.97,1.33
2024,5,RestOfWorld,X5,9698.0,67456,654188288,0.186,5.82,1.97,1.33
2024,5,RestOfWorld,X7,9432.0,91031,858604392,0.19,5.82,1.97,1.33
2024,5,RestOfWorld,i4,12217.0,64937,793335329,0.174,5.82,1.97,1.33
2024,5,RestOfWorld,iX,4087.0,74832,305838384,0.159,5.82,1.97,1.33
2024,5,RestOfWorld,MINI,11902.0,42564,506596728,0.191,5.82,1.97,1.33
2024,6,Europe,3 Series,5141.0,48932,251559412,0.16,14.82,3.54,1.31
2024,6,Europe,5 Series,12671.0,61568,780128128,0.175,14.82,3.54,1.31
2024,6,Europe,X3,12027.0,56783,682929141,0.182,14.82,3.54,1.31
2024,6,Europe,X5,11217.0,68871,772526007,0.158,14.82,3.54,1.31
2024,6,Europe,X7,12597.0,92484,1165020948,0.174,14.82,3.54,1.31
2024,6,Europe,i4,5651.0,66439,375446789,0.183,14.82,3.54,1.31
2024,6,Europe,iX,7438.0,75867,564298746,0.156,14.82,3.54,1.31
2024,6,Europe,MINI,11920.0,42191,502916720,0.164,14.82,3.54,1.31
2024,6,China,3 Series,11261.0,49563,558128943,0.192,19.11,2.37,1.31
2024,6,China,5 Series,9195.0,60721,558329595,0.172,19.11,2.37,1.31
2024,6,China,X3,9788.0,59244,579880272,0.172,19.11,2.37,1.31
2024,6,China,X5,4594.0,70127,322163438,0.16,19.11,2.37,1.31
2024,6,China,X7,6195.0,91868,569122260,0.179,19.11,2.37,1.31
2024,6,China,i4,9278.0,64633,599664974,0.171,19.11,2.37,1.31
2024,6,China,iX,4145.0,73767,305764215,0.163,19.11,2.37,1.31
2024,6,China,MINI,8025.0,42608,341929200,0.165,19.11,2.37,1.31
2024,6,USA,3 Series,8719.0,48307,421188733,0.178,14.51,3.86,1.25
2024,6,USA,5 Series,11152.0,62142,693007584,0.178,14.51,3.86,1.25
2024,6,USA,X3,15368.0,59542,915041456,0.172,14.51,3.86,1.25
2024,6,USA,X5,6846.0,70582,483204372,0.168,14.51,3.86,1.25
2024,6,USA,X7,11308.0,90088,1018715104,0.148,14.51,3.86,1.25
2024,6,USA,i4,11077.0,66279,734172483,0.17,14.51,3.86,1.25
2024,6,USA,iX,14222.0,76148,1082976856,0.166,14.51,3.86,1.25
2024,6,USA,MINI,7604.0,41004,311794416,0.179,14.51,3.86,1.25
2024,6,RestOfWorld,3 Series,4911.0,48210,236759310,0.17,6.87,3.01,1.31
2024,6,RestOfWorld,5 Series,15225.0,63303,963788175,0.177,6.87,3.01,1.31
2024,6,RestOfWorld,X3,11471.0,59402,681400342,0.172,6.87,3.01,1.31
2024,6,RestOfWorld,X5,9114.0,69544,633824016,0.167,6.87,3.01,1.31
2024,6,RestOfWorld,X7,5621.0,92339,519037519,0.167,6.87,3.01,1.31
2024,6,RestOfWorld,i4,13600.0,63142,858731200,0.175,6.87,3.01,1.31
2024,6,RestOfWorld,iX,11178.0,73089,816988842,0.162,6.87,3.01,1.31
2024,6,RestOfWorld,MINI,14811.0,43235,640353585,0.187,6.87,3.01,1.31
2024,7,Europe,3 Series,11512.0,49558,570511696,0.188,14.7,3.9,1.27
2024,7,Europe,5 Series,9675.0,62386,603584550,0.176,14.7,3.9,1.27
2024,7,Europe,X3,8163.0,58654,478792602,0.17,14.7,3.9,1.27
2024,7,Europe,X5,6255.0,68076,425815380,0.168,14.7,3.9,1.27
2024,7,Europe,X7,13218.0,92869,1227542442,0.157,14.7,3.9,1.27
2024,7,Europe,i4,11780.0,63623,749478940,0.163,14.7,3.9,1.27
2024,7,Europe,iX,3979.0,76772,305475788,0.162,14.7,3.9,1.27
2024,7,Europe,MINI,7192.0,41329,297238168,0.174,14.7,3.9,1.27
2024,7,China,3 Series,7231.0,47206,341346586,0.168,14.77,1.79,1.29
2024,7,China,5 Series,9808.0,61211,600357488,0.161,14.77,1.79,1.29
2024,7,China,X3,12854.0,58654,753938516,0.154,14.77,1.79,1.29
2024,7,China,X5,9389.0,70540,662300060,0.159,14.77,1.79,1.29
2024,7,China,X7,7998.0,91835,734496330,0.158,14.77,1.79,1.29
2024,7,China,i4,4012.0,63985,256707820,0.173,14.77,1.79,1.29
2024,7,China,iX,12185.0,73792,899155520,0.193,14.77,1.79,1.29
2024,7,China,MINI,8383.0,42539,356604437,0.161,14.77,1.79,1.29
2024,7,USA,3 Series,13418.0,47340,635208120,0.155,19.71,2.85,1.27
2024,7,USA,5 Series,8561.0,61093,523017173,0.165,19.71,2.85,1.27
2024,7,USA,X3,4328.0,58503,253200984,0.175,19.71,2.85,1.27
2024,7,USA,X5,4250.0,68654,291779500,0.158,19.71,2.85,1.27
2024,7,USA,X7,3012.0,92546,278748552,0.185,19.71,2.85,1.27
2024,7,USA,i4,12324.0,63086,777471864,0.171,19.71,2.85,1.27
2024,7,USA,iX,10619.0,73796,783639724,0.181,19.71,2.85,1.27
2024,7,USA,MINI,12612.0,43588,549731856,0.169,19.71,2.85,1.27
2024,7,RestOfWorld,3 Series,7547.0,48328,364731416,0.165,6.79,4.09,1.28
2024,7,RestOfWorld,5 Series,5863.0,60827,356628701,0.17,6.79,4.09,1.28
2024,7,RestOfWorld,X3,3284.0,57234,187956456,0.17,6.79,4.09,1.28
2024,7,RestOfWorld,X5,12323.0,68109,839307207,0.177,6.79,4.09,1.28
2024,7,RestOfWorld,X7,4394.0,91938,403975572,0.171,6.79,4.09,1.28
2024,7,RestOfWorld,i4,12482.0,66104,825110128,0.166,6.79,4.09,1.28
2024,7,RestOfWorld,iX,7684.0,75786,582339624,0.177,6.79,4.09,1.28
2024,7,RestOfWorld,MINI,10581.0,40069,423970089,0.172,6.79,4.09,1.28
2024,8,Europe,3 Series,3340.0,46043,153783620,0.177,15.31,3.43,1.33
2024,8,Europe,5 Series,2975.0,60866,181076350,0.174,15.31,3.43,1.33
2024,8,Europe,X3,7376.0,56216,414649216,0.166,15.31,3.43,1.33
2024,8,Europe,X5,4923.0,68082,335167686,0.194,15.31,3.43,1.33
2024,8,Europe,X7,12991.0,91936,1194340576,0.151,15.31,3.43,1.33
2024,8,Europe,i4,8220.0,64702,531850440,0.179,15.31,3.43,1.33
2024,8,Europe,iX,12964.0,75123,973894572,0.181,15.31,3.43,1.33
2024,8,Europe,MINI,5396.0,40316,217545136,0.172,15.31,3.43,1.33
2024,8,China,3 Series,10356.0,47189,488689284,0.157,16.84,0.97,1.26
2024,8,China,5 Series,10824.0,60702,657038448,0.166,16.84,0.97,1.26
2024,8,China,X3,11032.0,59645,658003640,0.192,16.84,0.97,1.26
2024,8,China,X5,8990.0,67381,605755190,0.161,16.84,0.97,1.26
2024,8,China,X7,4754.0,91548,435219192,0.155,16.84,0.97,1.26
2024,8,China,i4,12991.0,66694,866421754,0.165,16.84,0.97,1.26
2024,8,China,iX,3605.0,76215,274755075,0.181,16.84,0.97,1.26
2024,8,China,MINI,11574.0,40390,467473860,0.174,16.84,0.97,1.26
2024,8,USA,3 Series,11360.0,47391,538361760,0.143,19.86,1.72,1.32
2024,8,USA,5 Series,13392.0,61896,828911232,0.169,19.86,1.72,1.32
2024,8,USA,X3,3799.0,56731,215521069,0.151,19.86,1.72,1.32
2024,8,USA,X5,3698.0,69411,256681878,0.184,19.86,1.72,1.32
2024,8,USA,X7,10677.0,90134,962360718,0.157,19.86,1.72,1.32
2024,8,USA,i4,8836.0,65111,575320796,0.156,19.86,1.72,1.32
2024,8,USA,iX,5647.0,73912,417381064,0.162,19.86,1.72,1.32
2024,8,USA,MINI,8664.0,43292,375081888,0.182,19.86,1.72,1.32
2024,8,RestOfWorld,3 Series,6108.0,49088,299829504,0.169,6.29,1.84,1.35
2024,8,RestOfWorld,5 Series,4052.0,60482,245073064,0.163,6.29,1.84,1.35
2024,8,RestOfWorld,X3,5705.0,57230,326497150,0.188,6.29,1.84,1.35
2024,8,RestOfWorld,X5,11000.0,69926,769186000,0.17,6.29,1.84,1.35
2024,8,RestOfWorld,X7,8379.0,93994,787575726,0.182,6.29,1.84,1.35
2024,8,,i4,11827.0,64196,759246092,0.173,6.29,1.84,1.35
2024,8,RestOfWorld,iX,10251.0,75917,778225167,0.18,6.29,1.84,1.35
2024,8,RestOfWorld,MINI,5038.0,41934,211263492,0.17,6.29,1.84,1.35
2024,9,Europe,3 Series,5973.0,48752,291195696,0.169,16.27,1.27,1.25
2024,9,Europe,5 Series,3559.0,61884,220245156,0.186,16.27,1.27,1.25
2024,9,Europe,X3,13648.0,56302,768409696,0.165,16.27,1.27,1.25
2024,9,Europe,X5,8865.0,70767,627349455,0.183,16.27,1.27,1.25
2024,9,Europe,X7,7280.0,90646,659902880,0.165,16.27,1.27,1.25
2024,9,Europe,i4,11219.0,63560,713079640,0.186,16.27,1.27,1.25
2024,9,Europe,iX,14802.0,73234,1084009668,0.162,16.27,1.27,1.25
2024,9,Europe,MINI,11732.0,41374,485399768,0.174,16.27,1.27,1.25
2024,9,China,3 Series,12138.0,48578,589639764,0.169,19.75,2.4,1.31
2024,9,China,5 Series,3821.0,60965,232947265,0.165,19.75,2.4,1.31
2024,9,China,X3,14479.0,59765,865337435,0.171,19.75,2.4,1.31
2024,9,China,X5,8447.0,70504,595547288,0.164,19.75,2.4,1.31
2024,9,China,X7,15061.0,90157,1357854577,0.16,19.75,2.4,1.31
2024,9,China,i4,3884.0,63969,248455596,0.167,19.75,2.4,1.31
2024,9,China,iX,10293.0,73658,758161794,0.158,19.75,2.4,1.31
2024,9,China,MINI,9424.0,43534,410264416,0.183,19.75,2.4,1.31
2024,9,USA,3 Series,3513.0,46477,163273701,0.18,19.79,4.01,1.32
2024,9,USA,5 Series,14865.0,60189,894709485,0.175,19.79,4.01,1.32
2024,9,USA,X3,12141.0,57446,697451886,0.155,19.79,4.01,1.32
2024,9,USA,X5,9645.0,68663,662254635,0.176,19.79,4.01,1.32
2024,9,USA,X7,10674.0,93282,995692068,0.179,19.79,4.01,1.32
2024,9,USA,i4,5437.0,64316,349686092,0.186,19.79,4.01,1.32
2024,9,USA,iX,12499.0,73258,915651742,0.168,19.79,4.01,1.32
2024,9,USA,MINI,4731.0,40298,190649838,0.167,19.79,4.01,1.32
2024,9,RestOfWorld,3 Series,3629.0,48174,174823446,0.179,5.82,2.76,1.32
2024,9,RestOfWorld,5 Series,8816.0,62268,548954688,0.18,5.82,2.76,1.32
2024,9,RestOfWorld,X3,4535.0,58515,265365525,0.16,5.82,2.76,1.32
2024,9,RestOfWorld,X5,5084.0,69316,352402544,0.177,5.82,2.76,1.32
2024,9,RestOfWorld,X7,12795.0,91287,1168017165,0.165,5.82,2.76,1.32
2024,9,RestOfWorld,i4,4696.0,63552,298440192,0.178,5.82,2.76,1.32
2024,9,RestOfWorld,iX,13157.0,76761,1009944477,0.172,5.82,2.76,1.32
2024,9,RestOfWorld,MINI,13763.0,42241,581362883,0.178,5.82,2.76,1.32
2024,10,Europe,3 Series,11115.0,49537,550603755,0.18,17.19,2.13,1.28
2024,10,Europe,5 Series,4929.0,61674,303991146,0.179,17.19,2.13,1.28
2024,10,Europe,X3,9936.0,56275,559148400,0.164,17.19,2.13,1.28
2024,10,Europe,X5,10935.0,70870,774963450,0.169,17.19,2.13,1.28
2024,10,Europe,X7,3836.0,91264,350088704,0.172,17.19,2.13,1.28
2024,10,Europe,i4,6977.0,65787,458995899,0.166,17.19,2.13,1.28
2024,10,Europe,iX,5853.0,74223,434427219,0.145,17.19,2.13,1.28
2024,10,Europe,MINI,10297.0,41525,427582925,0.176,17.19,2.13,1.28
2024,10,China,3 Series,4670.0,47384,221283280,0.18,17.49,3.96,1.3
2024,10,China,5 Series,7738.0,63954,494876052,0.153,17.49,3.96,1.3
2024,10,China,X3,9870.0,57479,567317730,0.165,17.49,3.96,1.3
2024,10,China,X5,10916.0,69885,762864660,0.176,17.49,3.96,1.3
2024,10,China,X7,9557.0,91513,874589741,0.183,17.49,3.96,1.3
2024,10,China,i4,12514.0,63958,800370412,0.156,17.49,3.96,1.3
2024,10,China,iX,12582.0,73878,929532996,0.167,17.49,3.96,1.3
2024,10,China,MINI,6131.0,40011,245307441,0.165,17.49,3.96,1.3
2024,10,USA,3 Series,2830.0,46061,130352630,0.166,20.6,2.94,1.28
2024,10,USA,5 Series,8580.0,61728,529626240,0.188,20.6,2.94,1.28
2024,10,USA,X3,6904.0,58048,400763392,0.18,20.6,2.94,1.28
2024,10,USA,X5,9480.0,68159,646147320,0.176,20.6,2.94,1.28
2024,10,USA,X7,13352.0,91830,1226114160,0.156,20.6,2.94,1.28
2024,10,USA,i4,6608.0,64203,424253424,0.181,20.6,2.94,1.28
2024,10,USA,iX,5952.0,76926,457863552,0.165,20.6,2.94,1.28
2024,10,USA,MINI,4346.0,43146,187512516,0.176,20.6,2.94,1.28
2024,10,RestOfWorld,3 Series,4046.0,49963,202150298,0.174,6.37,4.57,1.28
2024,10,RestOfWorld,5 Series,8342.0,61801,515543942,0.153,6.37,4.57,1.28
2024,10,RestOfWorld,X3,12862.0,57649,741481438,0.182,6.37,4.57,1.28
2024,10,RestOfWorld,X5,8479.0,68487,580701273,0.164,6.37,4.57,1.28
2024,10,RestOfWorld,X7,9458.0,93837,887510346,0.168,6.37,4.57,1.28
2024,10,RestOfWorld,i4,13380.0,64285,860133300,0.181,6.37,4.57,1.28
2024,10,RestOfWorld,iX,10059.0,73073,735041307,0.176,6.37,4.57,1.28
2024,10,RestOfWorld,MINI,4663.0,43771,204104173,0.167,6.37,4.57,1.28
2024,11,Europe,3 Series,3173.0,46835,148607455,0.165,19.71,5.06,1.26
2024,11,Europe,5 Series,9556.0,61138,584234728,0.169,19.71,5.06,1.26
2024,11,Europe,X3,7743.0,57268,443426124,0.187,19.71,5.06,1.26
2024,11,Europe,X5,6014.0,70597,424570358,0.17,19.71,5.06,1.26
2024,11,Europe,X7,5689.0,90065,512379785,0.149,19.71,5.06,1.26
2024,11,Europe,i4,7580.0,64608,489728640,0.168,19.71,5.06,1.26
2024,11,Europe,iX,12436.0,76345,949426420,0.171,19.71,5.06,1.26
2024,11,Europe,MINI,8062.0,42698,344231276,0.157,19.71,5.06,1.26
2024,11,China,3 Series,10685.0,46392,495698520,0.166,15.84,2.25,1.29
2024,11,China,5 Series,9917.0,62305,617878685,0.175,15.84,2.25,1.29
2024,11,China,X3,10233.0,57023,583516359,0.169,15.84,2.25,1.29
2024,11,China,X5,12367.0,67132,830221444,0.173,15.84,2.25,1.29
2024,11,China,X7,3098.0,91231,282633638,0.162,15.84,2.25,1.29
2024,11,China,i4,8516.0,64660,550644560,0.186,15.84,2.25,1.29
2024,11,China,iX,9183.0,74136,680790888,0.157,15.84,2.25,1.29
2024,11,China,MINI,10698.0,41401,442907898,0.185,15.84,2.25,1.29
2024,11,USA,3 Series,13232.0,48179,637504528,0.178,19.47,2.66,1.28
2024,11,USA,5 Series,8370.0,60634,507506580,0.159,19.47,2.66,1.28
2024,11,USA,X3,6872.0,59170,406616240,0.173,19.47,2.66,1.28
2024,11,USA,X5,8045.0,69218,556858810,0.164,19.47,2.66,1.28
2024,11,USA,X7,4359.0,93368,406991112,0.168,19.47,2.66,1.28
2024,11,USA,i4,9205.0,65222,600368510,0.16,19.47,2.66,1.28
2024,11,USA,iX,4198.0,74426,312440348,0.165,19.47,2.66,1.28
2024,11,USA,MINI,3297.0,42880,141375360,0.169,19.47,2.66,1.28
2024,11,RestOfWorld,3 Series,3723.0,46640,173640720,0.177,5.97,3.51,1.32
2024,11,RestOfWorld,5 Series,3958.0,62016,245459328,0.173,5.97,3.51,1.32
2024,11,RestOfWorld,X3,3432.0,56234,192995088,0.166,5.97,3.51,1.32
2024,11,RestOfWorld,X5,8633.0,68116,588045428,0.177,5.97,3.51,1.32
2024,11,RestOfWorld,X7,4249.0,93324,396533676,0.166,5.97,3.51,1.32
2024,11,RestOfWorld,i4,6097.0,65057,396652529,0.164,5.97,3.51,1.32
2024,11,RestOfWorld,iX,8895.0,74233,660302535,0.174,5.97,3.51,1.32
2024,11,RestOfWorld,MINI,5941.0,42933,255064953,0.162,5.97,3.51,1.32
2024,12,Europe,3 Series,12828.0,46890,601504920,0.188,16.03,4.14,1.26
2024,12,Europe,5 Series,10929.0,62065,678308385,0.177,16.03,4.14,1.26
2024,12,Europe,X3,4787.0,57389,274721143,0.185,16.03,4.14,1.26
2024,12,Europe,X5,5841.0,68471,399939111,0.159,16.03,4.14,1.26
2024,12,Europe,X7,5238.0,92313,483535494,0.168,16.03,4.14,1.26
2024,12,Europe,i4,13617.0,66151,900778167,0.167,16.03,4.14,1.26
2024,12,Europe,iX,15533.0,75329,1170085357,0.162,16.03,4.14,1.26
2024,12,Europe,MINI,15351.0,42770,656562270,0.184,16.03,4.14,1.26
2024,12,China,3 Series,3983.0,46364,184667812,0.165,19.13,1.86,1.27
2024,12,China,5 Series,3595.0,63545,228444275,0.174,19.13,1.86,1.27
2024,12,China,X3,14836.0,57870,858559320,0.174,19.13,1.86,1.27
2024,12,China,X5,9550.0,67389,643564950,0.171,19.13,1.86,1.27
2024,12,China,X7,14810.0,92812,1374545720,0.173,19.13,1.86,1.27
2024,12,China,i4,6234.0,63765,397511010,0.15,19.13,1.86,1.27
2024,12,China,iX,7023.0,76140,534731220,0.188,19.13,1.86,1.27
2024,12,China,MINI,10468.0,42435,444209580,0.174,19.13,1.86,1.27
2024,12,USA,3 Series,10809.0,49970,540125730,0.184,19.11,4.19,1.26
2024,12,USA,5 Series,13127.0,60802,798147854,0.158,19.11,4.19,1.26
2024,12,USA,X3,5471.0,57757,315988547,0.176,19.11,4.19,1.26
2024,12,USA,X5,5593.0,69937,391157641,0.176,19.11,4.19,1.26
2024,12,USA,X7,10434.0,93495,975526830,0.181,19.11,4.19,1.26
2024,12,USA,i4,4738.0,64396,305108248,0.167,19.11,4.19,1.26
2024,12,USA,iX,11955.0,73651,880497705,0.135,19.11,4.19,1.26
2024,12,USA,MINI,14150.0,42494,601290100,0.167,19.11,4.19,1.26
2024,12,RestOfWorld,3 Series,12972.0,49164,637755408,0.159,5.96,4.65,1.35
2024,12,RestOfWorld,5 Series,12345.0,60687,749181015,0.17,5.96,4.65,1.35
2024,12,RestOfWorld,X3,14305.0,58696,839646280,0.143,5.96,4.65,1.35
2024,12,RestOfWorld,X5,12425.0,67940,844154500,0.173,5.96,4.65,1.35
2024,12,RestOfWorld,X7,12495.0,90138,1126274310,0.179,5.96,4.65,1.35
2024,12,RestOfWorld,i4,8057.0,65763,529852491,0.153,5.96,4.65,1.35
2024,12,RestOfWorld,iX,14865.0,76156,1132058940,0.177,5.96,4.65,1.35
2024,12,RestOfWorld,MINI,5263.0,43633,229640479,0.173,5.96,4.65,1.35
2025,Jan,Europe,3 Series,4927.0,48727,240077929,0.199,17.65,2.86,1.35
2025,Jan,Europe,5 Series,12144.0,61201,743224944,0.206,17.65,2.86,1.35
2025,1,Europe,X3,7333.0,58237,427051921,0.195,17.65,2.86,1.35
2025,Jan,Europe,X5,9493.0,69389,658709777,0.191,17.65,2.86,1.35
2025,1,Europe,X7,8698.0,92290,802738420,0.21,17.65,2.86,1.35
2025,1,Europe,i4,11939.0,63414,757099746,0.2,17.65,2.86,1.35
2025,1,Europe,iX,10747.0,76737,824692539,0.195,17.65,2.86,1.35
2025,1,Europe,MINI,7353.0,40145,295186185,0.195,17.65,2.86,1.35
2025,1,China,3 Series,3533.0,46381,163864073,0.184,15.2,2.3,1.34
2025,1,China,5 Series,2955.0,62568,184888440,0.195,15.2,2.3,1.34
2025,1,China,X3,6299.0,58621,369253679,0.194,15.2,2.3,1.34
2025,Jan,China,X5,9050.0,67965,615083250,0.206,15.2,2.3,1.34
2025,Jan,China,X7,11569.0,90700,1049308300,0.197,15.2,2.3,1.34
2025,1,China,i4,8168.0,64283,525063544,0.185,15.2,2.3,1.34
2025,1,China,iX,12960.0,75388,977028480,0.19,15.2,2.3,1.34
2025,Jan,China,MINI,3810.0,43756,166710360,0.185,15.2,2.3,1.34
2025,1,USA,3 Series,10577.0,46417,490952609,0.201,20.78,2.87,1.31
2025,Jan,USA,5 Series,4507.0,63343,285486901,0.199,20.78,2.87,1.31
2025,1,USA,X3,11245.0,58827,661509615,0.197,20.78,2.87,1.31
2025,1,USA,X5,13252.0,69962,927136424,0.207,20.78,2.87,1.31
2025,Jan,USA,X7,5496.0,90570,497772720,0.194,20.78,2.87,1.31
2025,1,USA,i4,8566.0,64784,554939744,0.205,20.78,2.87,1.31
2025,1,USA,iX,9301.0,73347,682200447,0.21,20.78,2.87,1.31
2025,1,USA,MINI,12480.0,40936,510881280,0.204,20.78,2.87,1.31
2025,1,RestOfWorld,3 Series,9421.0,49768,468864328,0.214,5.23,3.52,1.39
2025,1,RestOfWorld,5 Series,10470.0,60098,629226060,0.193,5.23,3.52,1.39
2025,Jan,RestOfWorld,X3,4327.0,59866,259040182,0.184,5.23,3.52,1.39
2025,1,RestOfWorld,X5,5487.0,69470,381181890,0.191,5.23,3.52,1.39
